Fecha de contabilización;Nombre de proyecto;Nombre de cuenta;Glosa de línea;Comprobante;Prefijo;Número folio;Monto;Valor UF;Total UF
29-11-2017;Ñuñoa;Servicios Básicos;METROGAS S.A.;881166;;;302.651,00;$26.725,79;UF  11,32
29-11-2017;Ñuñoa;Servicios Básicos;METROGAS S.A.;881166;;;188.989,00;$26.725,79;UF  7,07
29-11-2017;Ñuñoa;Servicios Básicos;Cancelar entrada para número de pago 36168;881648;;;-302.651,00;$26.725,79;-UF  11,32
29-11-2017;Ñuñoa;Servicios Básicos;Cancelar entrada para número de pago 36168;881648;;;-188.989,00;$26.725,79;-UF  7,07
30-11-2017;Ñuñoa;Servicios Básicos;METROGAS S.A.;881656;;;302.651,00;$26.731,12;UF  11,32
30-11-2017;Ñuñoa;Servicios Básicos;METROGAS S.A.;881656;;;162.825,00;$26.731,12;UF  6,09
13-12-2017;Ñuñoa;Servicios Básicos;CP-11015024-METROGAS S.A;887836;CP;11015024;11.982,00;$26.782,59;UF  0,45
13-12-2017;Ñuñoa;Servicios Básicos;Pagos efectuados - 6101027;887892;;;23.301,00;$26.782,59;UF  0,87
25-01-2018;Ñuñoa;Subcontratos;FE-110-EDUARDO ANDRES PALMA LATORRE;908619;FE;110;5.121.402,00;$26.819,75;UF  190,96
31-01-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2519-IGMA RESIDUOS LTDA;915863;FE;2519;120.000,00;$26.824,94;UF  4,47
31-01-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-110958-TECNO FAST S.A.;932985;FE;110958;130.000,00;$26.824,94;UF  4,85
31-01-2018;Ñuñoa;Telecomunicaciones y Alarmas;FE-9235072-ADT SECURITY SERVICES S.A.;954328;FE;9235072;48.235,00;$26.824,94;UF  1,80
08-02-2018;Ñuñoa;Gastos por Herramientas Menores;FE-14392-ULMA CHILE ANDAMIOS Y MOLDAJES;915435;FE;14392;3.480.620,00;$26.831,86;UF  129,72
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916933;;;141.865,00;$26.847,07;UF  5,28
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916933;;;262.171,00;$26.847,07;UF  9,77
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916933;;;851.792,00;$26.847,07;UF  31,73
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Cancelar entrada para número de pago 37674;916939;;;-141.865,00;$26.847,07;-UF  5,28
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Cancelar entrada para número de pago 37674;916939;;;-262.171,00;$26.847,07;-UF  9,77
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Cancelar entrada para número de pago 37674;916939;;;-851.792,00;$26.847,07;-UF  31,73
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916940;;;141.865,00;$26.847,07;UF  5,28
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916940;;;262.171,00;$26.847,07;UF  9,77
12-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE NUÑOA;916940;;;851.792,00;$26.847,07;UF  31,73
19-02-2018;Ñuñoa;Subcontratos;FE-112-EDUARDO ANDRES PALMA LATORRE;920487;FE;112;1.792.489,00;$26.880,57;UF  66,68
19-02-2018;Ñuñoa;Subcontratos;FE-113-EDUARDO ANDRES PALMA LATORRE;920488;FE;113;768.210,00;$26.880,57;UF  28,58
28-02-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-30405-CREATTIVA INTERNET LIMITADA;936306;FE;30405;57.984,00;$26.923,70;UF  2,15
28-02-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-113272-TECNO FAST S.A.;929658;FE;113272;130.000,00;$26.923,70;UF  4,83
28-02-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2572-IGMA RESIDUOS LTDA;929560;FE;2572;45.000,00;$26.923,70;UF  1,67
28-02-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const.;927560;;;538.474,00;$26.923,70;UF  20,00
08-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2579-IGMA RESIDUOS LTDA;929565;FE;2579;75.000,00;$26.962,09;UF  2,78
15-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1015-SERV. INT. INFORMATICOS Y TRANSPORTES FANN;934468;FE;1015;2.559.400,00;$26.966,89;UF  94,91
19-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-30686-CREATTIVA INTERNET LIMITADA;936344;FE;30686;61.098,00;$26.966,89;UF  2,27
21-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1976-ASI LTDA.;938183;FE;1976;195.000,00;$26.966,89;UF  7,23
23-03-2018;Ñuñoa;Servicios Básicos;ENEL DISTRIBUCION CHILE S.A.;939253;;;577.631,00;$26.966,89;UF  21,42
27-03-2018;Ñuñoa;Subcontratos;FE-1-ATON CONSTRUCCIONES SPA;941854;FE;1;16.486.513,00;$26.966,89;UF  611,36
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;946093;;;13.663,00;$26.966,89;UF  0,51
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;946093;;;15.075,00;$26.966,89;UF  0,56
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;946093;;;6.422,00;$26.966,89;UF  0,24
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;946093;;;357.933,00;$26.966,89;UF  13,27
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;946093;;;6.424,00;$26.966,89;UF  0,24
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;946093;;;91.089,00;$26.966,89;UF  3,38
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Colación;946093;;;8.667,00;$26.966,89;UF  0,32
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;946093;;;6.933,00;$26.966,89;UF  0,26
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;946093;;;22.892,00;$26.966,89;UF  0,85
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;946093;;;25.257,00;$26.966,89;UF  0,94
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;946093;;;10.759,00;$26.966,89;UF  0,40
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;946093;;;393.466,00;$26.966,89;UF  14,59
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;946093;;;17.173,00;$26.966,89;UF  0,64
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;946093;;;152.615,00;$26.966,89;UF  5,66
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;946093;;;199.820,00;$26.966,89;UF  7,41
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Colación;946093;;;26.001,00;$26.966,89;UF  0,96
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;946093;;;20.799,00;$26.966,89;UF  0,77
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;946093;;;9.665,00;$26.966,89;UF  0,36
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;946093;;;10.663,00;$26.966,89;UF  0,40
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;946093;;;4.542,00;$26.966,89;UF  0,17
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;946093;;;154.266,00;$26.966,89;UF  5,72
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;946093;;;64.431,00;$26.966,89;UF  2,39
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;946093;;;103.457,00;$26.966,89;UF  3,84
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Colación;946093;;;8.667,00;$26.966,89;UF  0,32
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;946093;;;6.933,00;$26.966,89;UF  0,26
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;946093;;;36.592,00;$26.966,89;UF  1,36
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;946093;;;40.373,00;$26.966,89;UF  1,50
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;946093;;;17.198,00;$26.966,89;UF  0,64
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;946093;;;1.110.486,00;$26.966,89;UF  41,18
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;946093;;;109.250,00;$26.966,89;UF  4,05
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Colación;946093;;;13.333,00;$26.966,89;UF  0,49
29-03-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;946093;;;10.667,00;$26.966,89;UF  0,40
29-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2658-IGMA RESIDUOS LTDA;943514;FE;2658;120.000,00;$26.966,89;UF  4,45
29-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-1996-ASI LTDA.;951190;FE;1996;70.000,00;$26.966,89;UF  2,60
29-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;943240;;;373.669,00;$26.966,89;UF  13,86
29-03-2018;Ñuñoa;Gastos por Herramientas Menores;FE-1995-ASI LTDA.;951186;FE;1995;592.875,00;$26.966,89;UF  21,99
29-03-2018;Ñuñoa;Insumos Administración;FE-1027546-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;942886;FE;1027546;96.000,00;$26.966,89;UF  3,56
29-03-2018;Ñuñoa;Insumos Administración;FE-3817-HECTOR URBINA PAREDES;943210;FE;3817;95.100,00;$26.966,89;UF  3,53
31-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-625-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.L;944219;FE;625;80.000,00;$26.966,89;UF  2,97
31-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99147-COMERCIAL A Y B LTDA.;944018;FE;99147;8.774.135,00;$26.966,89;UF  325,37
31-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99148-COMERCIAL A Y B LTDA.;944020;FE;99148;6.681.845,00;$26.966,89;UF  247,78
31-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99209-COMERCIAL A Y B LTDA.;944284;FE;99209;5.663.830,00;$26.966,89;UF  210,03
31-03-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99210-COMERCIAL A Y B LTDA.;944293;FE;99210;9.972.085,00;$26.966,89;UF  369,79
31-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1211626;;;2.732.194,00;$26.966,89;UF  101,32
31-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.(Anulación) - 1211626;1217479;;;-2.732.194,00;$26.966,89;-UF  101,32
31-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-625-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.L;944219;FE;625;108.000,00;$26.966,89;UF  4,00
31-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-115587-TECNO FAST S.A.;945033;FE;115587;130.000,00;$26.966,89;UF  4,82
31-03-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2474-MADEMAQ CHILE LIMITADA;948888;FE;2474;360.000,00;$26.966,89;UF  13,35
31-03-2018;Ñuñoa;Telecomunicaciones y Alarmas;FE-9291746-ADT SECURITY SERVICES S.A.;985779;FE;9291746;26.670,00;$26.966,89;UF  0,99
31-03-2018;Ñuñoa;Telecomunicaciones y Alarmas;FE-9318375-ADT SECURITY SERVICES S.A.;954305;FE;9318375;241.176,00;$26.966,89;UF  8,94
01-04-2018;Ñuñoa;Subcontratos;FE-311-FRANCISCO FERNANDO CABEZAS RODRIGUEZ SEGURI;1199020;FE;311;1.420.000,00;$26.966,89;UF  52,66
01-04-2018;Ñuñoa;Subcontratos;FE-313-FRANCISCO FERNANDO CABEZAS RODRIGUEZ SEGURI;1199028;FE;313;1.420.000,00;$26.966,89;UF  52,66
04-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-31085-CREATTIVA INTERNET LIMITADA;945926;FE;31085;62.016,00;$26.966,89;UF  2,30
05-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1039-SERV. INT. INFORMATICOS Y TRANSPORTES FANN;946471;FE;1039;161.400,00;$26.966,89;UF  5,99
11-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-657-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.L;949894;FE;657;1.452.900,00;$26.970,48;UF  53,87
11-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99510-COMERCIAL A Y B LTDA.;949635;FE;99510;60.000,00;$26.970,48;UF  2,22
11-04-2018;Ñuñoa;Subcontratos;FE-2-ATON CONSTRUCCIONES SPA;949638;FE;2;14.150.037,00;$26.970,48;UF  524,65
11-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2703-IGMA RESIDUOS LTDA;949505;FE;2703;80.004,00;$26.970,48;UF  2,97
12-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-92273-LUREYE ARRIENDOS LTDA.;950562;FE;92273;135.000,00;$26.972,28;UF  5,01
12-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-92273-LUREYE ARRIENDOS LTDA.;950562;FE;92273;235.000,00;$26.972,28;UF  8,71
16-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1191-ANGEL ESPINOZA VARAS Y CIA LTDA;952177;FE;1191;1.078.748,00;$26.979,46;UF  39,98
17-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-125-EDUARDO ANDRES PALMA LATORRE;952844;FE;125;600.000,00;$26.981,26;UF  22,24
17-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-126-EDUARDO ANDRES PALMA LATORRE;952846;FE;126;300.000,00;$26.981,26;UF  11,12
17-04-2018;Ñuñoa;Insumos Administración;FE-1032746-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;952981;FE;1032746;229.000,00;$26.981,26;UF  8,49
17-04-2018;Ñuñoa;Insumos Administración;FE-1034479-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;952983;FE;1034479;148.000,00;$26.981,26;UF  5,49
18-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-15727-PC EXPRESS;953558;FE;15727;250.224,00;$26.983,06;UF  9,27
19-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-173696-HORMIGONES BICENTENARIO S.A.;953937;FE;173696;2.857.142,00;$26.984,86;UF  105,88
19-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-173635-HORMIGONES BICENTENARIO S.A.;954106;FE;173635;2.683.341,00;$26.984,86;UF  99,44
19-04-2018;Ñuñoa;Insumos Administración;FE-1036039-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;954215;FE;1036039;124.000,00;$26.984,86;UF  4,60
19-04-2018;Ñuñoa;Telecomunicaciones y Alarmas;FE-35590948-ENTEL PCS TELECOMUNICACIONES SA.;954268;FE;35590948;77.294,00;$26.984,86;UF  2,86
20-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;PREVENCION DE RIESGOS;954442;;;109.852,00;$26.986,65;UF  4,07
23-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-99509-COMERCIAL A Y B LTDA.;956024;FE;99509;2.488.543,00;$26.992,05;UF  92,20
25-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-175417-HORMIGONES BICENTENARIO S.A.;957348;FE;175417;7.188.564,00;$26.995,64;UF  266,29
25-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-175812-HORMIGONES BICENTENARIO S.A.;957384;FE;175812;7.677.815,00;$26.995,64;UF  284,41
25-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-15803-PC EXPRESS;956907;FE;15803;39.156,00;$26.995,64;UF  1,45
26-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1-MARCO A. CAMPOS LETELIER;958273;FE;1;1.480.000,00;$26.997,44;UF  54,82
26-04-2018;Ñuñoa;Subcontratos;FE-3-ATON CONSTRUCCIONES SPA;958378;FE;3;4.884.979,00;$26.997,44;UF  180,94
26-04-2018;Ñuñoa;Subcontratos;FE-138-ARRIENDO DE MAQUINARIA Y MOVIMIENTO DE TIER;958206;FE;138;24.800.000,00;$26.997,44;UF  918,61
30-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-31206-CREATTIVA INTERNET LIMITADA;1005633;FE;31206;4.880,00;$27.004,63;UF  0,18
30-04-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-118449-TECNO FAST S.A.;964541;FE;118449;445.000,00;$27.004,63;UF  16,48
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;53.249,00;$27.004,63;UF  1,97
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;58.752,00;$27.004,63;UF  2,18
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;25.027,00;$27.004,63;UF  0,93
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;1.665.730,00;$27.004,63;UF  61,68
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;109.250,00;$27.004,63;UF  4,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;20.000,00;$27.004,63;UF  0,74
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;16.000,00;$27.004,63;UF  0,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;35.179,00;$27.004,63;UF  1,30
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;38.814,00;$27.004,63;UF  1,44
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;16.534,00;$27.004,63;UF  0,61
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;941.461,00;$27.004,63;UF  34,86
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;963509;;;58.580,00;$27.004,63;UF  2,17
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;109.250,00;$27.004,63;UF  4,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;963509;;;63.339,00;$27.004,63;UF  2,35
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;20.000,00;$27.004,63;UF  0,74
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;16.000,00;$27.004,63;UF  0,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;149.235,00;$27.004,63;UF  5,53
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;139.978,00;$27.004,63;UF  5,18
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;59.628,00;$27.004,63;UF  2,21
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;6.685.913,00;$27.004,63;UF  247,58
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;218.500,00;$27.004,63;UF  8,09
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;40.000,00;$27.004,63;UF  1,48
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;32.000,00;$27.004,63;UF  1,18
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;21.788,00;$27.004,63;UF  0,81
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;24.039,00;$27.004,63;UF  0,89
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;10.240,00;$27.004,63;UF  0,38
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;585.150,00;$27.004,63;UF  21,67
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;963509;;;31.858,00;$27.004,63;UF  1,18
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;109.250,00;$27.004,63;UF  4,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;20.000,00;$27.004,63;UF  0,74
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;16.000,00;$27.004,63;UF  0,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización II;963509;;;10.000,00;$27.004,63;UF  0,37
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;34.564,00;$27.004,63;UF  1,28
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;38.135,00;$27.004,63;UF  1,41
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;16.245,00;$27.004,63;UF  0,60
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;510.266,00;$27.004,63;UF  18,90
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;963509;;;55.378,00;$27.004,63;UF  2,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;182.669,00;$27.004,63;UF  6,76
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;963509;;;403.811,00;$27.004,63;UF  14,95
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;28.667,00;$27.004,63;UF  1,06
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;22.933,00;$27.004,63;UF  0,85
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;26.383,00;$27.004,63;UF  0,98
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;29.110,00;$27.004,63;UF  1,08
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;12.400,00;$27.004,63;UF  0,46
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;770.195,00;$27.004,63;UF  28,52
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;109.250,00;$27.004,63;UF  4,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;20.000,00;$27.004,63;UF  0,74
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;16.000,00;$27.004,63;UF  0,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;79.762,00;$27.004,63;UF  2,95
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;88.005,00;$27.004,63;UF  3,26
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;37.489,00;$27.004,63;UF  1,39
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;1.407.066,00;$27.004,63;UF  52,10
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;510.310,00;$27.004,63;UF  18,90
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;92.667,00;$27.004,63;UF  3,43
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;74.133,00;$27.004,63;UF  2,75
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;963509;;;170.099,00;$27.004,63;UF  6,30
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;963509;;;571.301,00;$27.004,63;UF  21,16
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;963509;;;826.000,00;$27.004,63;UF  30,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;963509;;;109.250,00;$27.004,63;UF  4,05
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;963509;;;63.546,00;$27.004,63;UF  2,35
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Colación;963509;;;20.000,00;$27.004,63;UF  0,74
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;963509;;;16.000,00;$27.004,63;UF  0,59
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;963509;;;29.964,00;$27.004,63;UF  1,11
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;963509;;;33.060,00;$27.004,63;UF  1,22
30-04-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;963509;;;14.083,00;$27.004,63;UF  0,52
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199045;;;-1.500.000,00;$27.004,63;-UF  55,55
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199045;;;-1.420.000,00;$27.004,63;-UF  52,58
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199045;;;-1.500.000,00;$27.004,63;-UF  55,55
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199045;;;-1.420.000,00;$27.004,63;-UF  52,58
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199421;;;1.500.000,00;$27.004,63;UF  55,55
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199421;;;1.420.000,00;$27.004,63;UF  52,58
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199421;;;1.500.000,00;$27.004,63;UF  55,55
30-04-2018;Ñuñoa;Subcontratos;Ajte F.310-311-312-313 Franc Cabezas Pagadas 12/18;1199421;;;1.420.000,00;$27.004,63;UF  52,58
30-04-2018;Ñuñoa;Subcontratos;Notas de crédito acreedores - P76419725;1199423;NC;311;-1.420.000,00;$27.004,63;-UF  52,58
30-04-2018;Ñuñoa;Subcontratos;Notas de crédito acreedores - P76419725;1199425;NC;313;-1.420.000,00;$27.004,63;-UF  52,58
30-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2756-IGMA RESIDUOS LTDA;960105;FE;2756;158.000,00;$27.004,63;UF  5,85
30-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-118449-TECNO FAST S.A.;964541;FE;118449;628.340,00;$27.004,63;UF  23,27
30-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-118875-TECNO FAST S.A.;964552;FE;118875;130.000,00;$27.004,63;UF  4,81
30-04-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;965246;;;3.998.571,00;$27.004,63;UF  148,07
