Fecha de contabilización;Nombre de proyecto;Nombre de cuenta;Glosa de línea;Comprobante;Prefijo;Número folio;Monto;Valor UF;Total UF
25-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;992613;;;1.563,00;$27.145,21;UF  0,06
25-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;992617;;;1.563,00;$27.145,21;UF  0,06
25-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;992619;;;590;$27.145,21;UF  0,02
25-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;992621;;;2.200,00;$27.145,21;UF  0,08
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-3823-DUARTE   DUARTE COMBUST. LTDA.;993631;FE;3823;40.601,00;$27.147,92;UF  1,50
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993835;;;3.651,00;$27.147,92;UF  0,13
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993837;;;1.580,00;$27.147,92;UF  0,06
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993840;;;16.345,00;$27.147,92;UF  0,60
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993843;;;1.673,00;$27.147,92;UF  0,06
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993845;;;3.900,00;$27.147,92;UF  0,14
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993846;;;11.938,00;$27.147,92;UF  0,44
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993849;;;2.909,00;$27.147,92;UF  0,11
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993852;;;5.867,00;$27.147,92;UF  0,22
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993853;;;2.227,00;$27.147,92;UF  0,08
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993859;;;11.431,00;$27.147,92;UF  0,42
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;993861;;;3.900,00;$27.147,92;UF  0,14
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-830289-SOCIEDAD PETREOS S.A.;993751;FE;830289;1.982.947,00;$27.147,92;UF  73,04
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-830945-SOCIEDAD PETREOS S.A.;993793;FE;830945;957.294,00;$27.147,92;UF  35,26
26-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-831315-SOCIEDAD PETREOS S.A.;993798;FE;831315;1.084.126,00;$27.147,92;UF  39,93
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-100743-COMERCIAL A Y B LTDA.;994544;FE;100743;10.988.740,00;$27.150,63;UF  404,73
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994636;;;9.960,00;$27.150,63;UF  0,37
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994638;;;4.882,00;$27.150,63;UF  0,18
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994639;;;13.440,00;$27.150,63;UF  0,50
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994641;;;2.200,00;$27.150,63;UF  0,08
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994644;;;590;$27.150,63;UF  0,02
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994645;;;500;$27.150,63;UF  0,02
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994646;;;2.456,00;$27.150,63;UF  0,09
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994647;;;8.827,00;$27.150,63;UF  0,33
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994648;;;500;$27.150,63;UF  0,02
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994650;;;2.446,00;$27.150,63;UF  0,09
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994651;;;10.740,00;$27.150,63;UF  0,40
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994653;;;1.563,00;$27.150,63;UF  0,06
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994655;;;6.490,00;$27.150,63;UF  0,24
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994658;;;1.233,00;$27.150,63;UF  0,05
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994661;;;2.153,00;$27.150,63;UF  0,08
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994955;;;13.440,00;$27.150,63;UF  0,50
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994956;;;370;$27.150,63;UF  0,01
27-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;994957;;;16.344,00;$27.150,63;UF  0,60
27-06-2018;Ñuñoa;Subcontratos;FE-101-CONSTRUCTORA M & A SPA;994304;FE;101;7.040.004,00;$27.150,63;UF  259,29
27-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-3476-MAQUINARIAS LOPEZ S.P.A.;994833;FE;3476;480.000,00;$27.150,63;UF  17,68
27-06-2018;Ñuñoa;Gastos por Herramientas Menores;FE-4307-HECTOR URBINA PAREDES;994267;FE;4307;54.950,00;$27.150,63;UF  2,02
28-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1099-SERV. INT. INFORMATICOS Y TRANSPORTES FANN;995080;FE;1099;1.094.900,00;$27.153,35;UF  40,32
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;CAJA CHICA Ñuñoa II;995877;;;79.618,00;$27.156,06;UF  2,93
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-31815-CREATTIVA INTERNET LIMITADA;1005675;FE;31815;68.688,00;$27.156,06;UF  2,53
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-31803-CREATTIVA INTERNET LIMITADA;1005689;FE;31803;72.504,00;$27.156,06;UF  2,67
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-32058-CREATTIVA INTERNET LIMITADA;1005631;FE;32058;3.834,00;$27.156,06;UF  0,14
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996055;;;19.989,00;$27.156,06;UF  0,74
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996056;;;3.170,00;$27.156,06;UF  0,12
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996057;;;30.388,00;$27.156,06;UF  1,12
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996058;;;107.454,00;$27.156,06;UF  3,96
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996059;;;4.075,00;$27.156,06;UF  0,15
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996060;;;23.875,00;$27.156,06;UF  0,88
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996061;;;26.700,00;$27.156,06;UF  0,98
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996062;;;2.153,00;$27.156,06;UF  0,08
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996063;;;19.056,00;$27.156,06;UF  0,70
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996064;;;500;$27.156,06;UF  0,02
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996070;;;2.154,00;$27.156,06;UF  0,08
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996071;;;1.950,00;$27.156,06;UF  0,07
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996072;;;5.867,00;$27.156,06;UF  0,22
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996073;;;2.456,00;$27.156,06;UF  0,09
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996075;;;107.454,00;$27.156,06;UF  3,96
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996078;;;1.563,00;$27.156,06;UF  0,06
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996082;;;500;$27.156,06;UF  0,02
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996085;;;3.900,00;$27.156,06;UF  0,14
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996089;;;48.465,00;$27.156,06;UF  1,78
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996095;;;201.400,00;$27.156,06;UF  7,42
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;996097;;;1.228,00;$27.156,06;UF  0,05
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-269308-SOC. DE PLASTICOS Y FITTINGS INDUST.LTDA;995864;FE;269308;75.815,00;$27.156,06;UF  2,79
29-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-1067615-COSMOPLAS S.A.;995865;FE;1067615;32.261,00;$27.156,06;UF  1,19
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;79.809,00;$27.156,06;UF  2,94
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;88.056,00;$27.156,06;UF  3,24
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;37.510,00;$27.156,06;UF  1,38
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;2.236.063,00;$27.156,06;UF  82,34
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;218.500,00;$27.156,06;UF  8,05
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;39.333,00;$27.156,06;UF  1,45
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;31.467,00;$27.156,06;UF  1,16
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;45.889,00;$27.156,06;UF  1,69
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;159.858,00;$27.156,06;UF  5,89
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;35.778,00;$27.156,06;UF  1,32
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;39.475,00;$27.156,06;UF  1,45
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;16.816,00;$27.156,06;UF  0,62
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;941.461,00;$27.156,06;UF  34,67
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;80.547,00;$27.156,06;UF  2,97
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción;998906;;;61.350,00;$27.156,06;UF  2,26
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;182.108,00;$27.156,06;UF  6,71
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;6.685.913,00;$27.156,06;UF  246,20
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;218.500,00;$27.156,06;UF  8,05
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;40.000,00;$27.156,06;UF  1,47
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;32.000,00;$27.156,06;UF  1,18
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;149.670,00;$27.156,06;UF  5,51
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;140.776,00;$27.156,06;UF  5,18
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;59.968,00;$27.156,06;UF  2,21
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;23.122,00;$27.156,06;UF  0,85
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;25.511,00;$27.156,06;UF  0,94
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;10.867,00;$27.156,06;UF  0,40
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;643.939,00;$27.156,06;UF  23,71
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;17.529,00;$27.156,06;UF  0,65
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización II;998906;;;10.000,00;$27.156,06;UF  0,37
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;102.401,00;$27.156,06;UF  3,77
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;72.603,00;$27.156,06;UF  2,67
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;72.159,00;$27.156,06;UF  2,66
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;34.124,00;$27.156,06;UF  1,26
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;961.199,00;$27.156,06;UF  35,40
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;69.222,00;$27.156,06;UF  2,55
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;327.750,00;$27.156,06;UF  12,07
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;821.892,00;$27.156,06;UF  30,27
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;54.000,00;$27.156,06;UF  1,99
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;43.200,00;$27.156,06;UF  1,59
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;273.432,00;$27.156,06;UF  10,07
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;46.756,00;$27.156,06;UF  1,72
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;51.588,00;$27.156,06;UF  1,90
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;21.976,00;$27.156,06;UF  0,81
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;1.270.756,00;$27.156,06;UF  46,79
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;218.500,00;$27.156,06;UF  8,05
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;40.000,00;$27.156,06;UF  1,47
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;32.000,00;$27.156,06;UF  1,18
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;143.146,00;$27.156,06;UF  5,27
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;40.950,00;$27.156,06;UF  1,51
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;28.335,00;$27.156,06;UF  1,04
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;28.188,00;$27.156,06;UF  1,04
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;31.101,00;$27.156,06;UF  1,15
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;13.248,00;$27.156,06;UF  0,49
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;457.000,00;$27.156,06;UF  16,83
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;135.069,00;$27.156,06;UF  4,97
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;238.290,00;$27.156,06;UF  8,77
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;51.598,00;$27.156,06;UF  1,90
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;232.644,00;$27.156,06;UF  8,57
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;256.077,00;$27.156,06;UF  9,43
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;109.342,00;$27.156,06;UF  4,03
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;4.638.699,00;$27.156,06;UF  170,82
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;408.492,00;$27.156,06;UF  15,04
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;1.364.231,00;$27.156,06;UF  50,24
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;1.325.048,00;$27.156,06;UF  48,79
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;256.666,00;$27.156,06;UF  9,45
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;205.334,00;$27.156,06;UF  7,56
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;549.799,00;$27.156,06;UF  20,25
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;25.545,00;$27.156,06;UF  0,94
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;28.185,00;$27.156,06;UF  1,04
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;12.007,00;$27.156,06;UF  0,44
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;474.666,00;$27.156,06;UF  17,48
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;11.768,00;$27.156,06;UF  0,43
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;152.266,00;$27.156,06;UF  5,61
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;212.811,00;$27.156,06;UF  7,84
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;26.667,00;$27.156,06;UF  0,98
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;21.333,00;$27.156,06;UF  0,79
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;55.952,00;$27.156,06;UF  2,06
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998906;;;32.364,00;$27.156,06;UF  1,19
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Mutual de Seguridad;998906;;;35.708,00;$27.156,06;UF  1,31
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998906;;;15.211,00;$27.156,06;UF  0,56
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Sueldo Base;998906;;;826.000,00;$27.156,06;UF  30,42
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Horas Extras;998906;;;78.700,00;$27.156,06;UF  2,90
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Gratificación Legal;998906;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Bono Producción G.;998906;;;64.838,00;$27.156,06;UF  2,39
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Colación;998906;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Movilización;998906;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Ñuñoa;Remuneraciones Operacionales;Feriado Proporcional  ($);998906;;;174.741,00;$27.156,06;UF  6,43
29-06-2018;Ñuñoa;Insumos Administración;FE-1053318-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;1001770;FE;1053318;185.000,00;$27.156,06;UF  6,81
30-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-3980-DUARTE   DUARTE COMBUST. LTDA.;1014504;FE;3980;37.019,00;$27.158,77;UF  1,36
30-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-386391-ASSA ABLOY CHILE LTDA.;1015317;FE;386391;45.000,00;$27.158,77;UF  1,66
30-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-828087-SOCIEDAD PETREOS S.A.;1002768;FE;828087;1.294.293,00;$27.158,77;UF  47,66
30-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-2225-ASI LTDA.;1008824;FE;2225;90.000,00;$27.158,77;UF  3,31
30-06-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-3345-MAQUINARIAS LOPEZ S.P.A.;1010947;FE;3345;140.000,00;$27.158,77;UF  5,15
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-35538-CONTENEDORES PATAGONIA S.P.A.;1008142;FE;35538;125.000,00;$27.158,77;UF  4,60
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-122593-TECNO FAST S.A.;1009128;FE;122593;130.000,00;$27.158,77;UF  4,79
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-122594-TECNO FAST S.A.;1009129;FE;122594;740.000,00;$27.158,77;UF  27,25
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-3345-MAQUINARIAS LOPEZ S.P.A.;1010947;FE;3345;240.000,00;$27.158,77;UF  8,84
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;FE-2641-MADEMAQ CHILE LIMITADA;1018649;FE;2641;782.000,00;$27.158,77;UF  28,79
30-06-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1000995;;;1.970.260,00;$27.158,77;UF  72,55
30-06-2018;Ñuñoa;Diferencia de Precio;FE-89699-FERRETERIA MARSELLA SPA.;1010825;FE;89699;-2.718,00;$27.158,77;-UF  0,10
30-06-2018;Ñuñoa;Mantención Activo Fijo;FE-16549-PC EXPRESS;1046865;FE;16549;125.067,00;$27.158,77;UF  4,61
30-06-2018;Ñuñoa;Telecomunicaciones y Alarmas;FE-9407329-ADT SECURITY SERVICES S.A.;1185199;FE;9407329;266.723,00;$27.158,77;UF  9,82
01-07-2018;Ñuñoa;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1019313;;;4.515.243,00;$27.161,48;UF  166,24
04-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-832324-SOCIEDAD PETREOS S.A.;997262;FE;832324;1.154.029,00;$27.169,62;UF  42,47
04-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;FE-832588-SOCIEDAD PETREOS S.A.;997269;FE;832588;2.211.179,00;$27.169,62;UF  81,38
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997661;;;1.600,00;$27.172,33;UF  0,06
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997663;;;5.504,00;$27.172,33;UF  0,20
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997682;;;2.366,00;$27.172,33;UF  0,09
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997686;;;7.098,00;$27.172,33;UF  0,26
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997690;;;1.580,00;$27.172,33;UF  0,06
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997693;;;1.563,00;$27.172,33;UF  0,06
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997698;;;75.096,00;$27.172,33;UF  2,76
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997701;;;7.141,00;$27.172,33;UF  0,26
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;997704;;;25.204,00;$27.172,33;UF  0,93
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998002;;;38.772,00;$27.172,33;UF  1,43
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998003;;;320;$27.172,33;UF  0,01
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998004;;;9.631,00;$27.172,33;UF  0,35
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998005;;;8.900,00;$27.172,33;UF  0,33
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998006;;;8.900,00;$27.172,33;UF  0,33
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998007;;;3.165,00;$27.172,33;UF  0,12
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998010;;;4.127,00;$27.172,33;UF  0,15
05-07-2018;Ñuñoa;Materias Primas de Obras en Ejecució n;Edificio Ñuñoa II;998013;;;25.668,00;$27.172,33;UF  0,94
