#;Número de operación;Origen;Documento Origen SAP;Ref2-Nº Vale;Número de línea;Código de cuenta;Código Centro de Costo;Nombre del centro;Fecha de contabilización;Nombre de proyecto;Nombre de cuenta;Glosa de línea;Comprobante;Prefijo;Número folio;Monto
4060;1383288;Salida de Mercancia;11002230;5842;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333087;;;931
4061;1383289;Salida de Mercancia;11002220;5851;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333067;;;1025
4062;1383290;Salida de Mercancia;11002229;5960;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333086;;;3490
4063;1383292;Salida de Mercancia;11002227;;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Salida de mercancías;1333083;;;3566
4064;1383293;Salida de Mercancia;11002226;5962;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333080;;;4271
4065;1383295;Salida de Mercancia;11002222;5966;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333073;;;4650
4066;1383297;Salida de Mercancia;11002223;5965;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333075;;;4900
4067;1383309;Salida de Mercancia;11002228;596;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333085;;;5850
4068;1390912;Factura de Proveedores;11002221;5967;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333069;;;6830
4069;1387893;Factura de Proveedores;11002224;5963;1;5101001;;;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333078;;;9947
4070;1388241;Factura de Proveedores;236382;;2;6102001;;;08-11-2019;Santiago;Caja Chica Obra;FE--ELECTRONICA CASA ROYAL LTDA;1341046;FE;;10059
4071;1425296;Factura de Proveedores;237741;;2;5101001;1004;GGOB-Caja Chica Obra;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;FE-680636-ELECTRONICA CASA ROYAL LTDA;1346958;FE;680636;58815
4072;1383270;Factura de Proveedores;237216;;2;5101001;207;OG-Enfierradura;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-113130-COMERCIAL A Y B LTDA.;1344612;33;113130;258720
4073;1383273;Factura de Proveedores;235157;;2;5101001;702;ODC-Fletes;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;Fact.proveedores 668- P76361320;1333952;33;668;810000
4074;1383274;Factura de Proveedores;237217;;2;5101001;207;OG-Enfierradura;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-113132-COMERCIAL A Y B LTDA.;1344613;33;113132;1235780
4075;1383277;Factura de Proveedores;235461;;2;5101001;702;ODC-Fletes;08-11-2019;Santiago;Materias Primas de Obras en Ejecución;34-296-TRANSPORTES MAMEJS LIMITADA;1335730;34;296;3920000
4076;1416115;Factura de Proveedores;11002238;5846;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333509;;;395
4077;1416117;Factura de Proveedores;11002236;5853;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333505;;;465
4078;1387897;Factura de Proveedores;11002233;5852;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333498;;;1590
4079;1384766;Salida de Mercancia;11002234;5970;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333500;;;1590
4080;1384768;Salida de Mercancia;11002241;5959;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333576;;;1590
4081;1384770;Salida de Mercancia;11002242;5958;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333577;;;1590
4082;1384773;Salida de Mercancia;11002244;5854;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333579;;;1590
4083;1384957;Salida de Mercancia;11002235;5968;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333503;;;1850
4084;1384977;Salida de Mercancia;11002243;;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333578;;;2130
4085;1385006;Salida de Mercancia;11002239;5955;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333574;;;4271
4086;1385015;Salida de Mercancia;11002232;5849;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333496;;;8753
4087;1385024;Salida de Mercancia;11002237;5971;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333508;;;14400
4088;1385036;Salida de Mercancia;11002240;5841;1;5101001;;;09-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1333575;;;18350
4089;1385038;Salida de Mercancia;1334447;;3;6102001;;;11-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°8 Santiago;1334447;;;2000
4090;1385043;Salida de Mercancia;1334447;;4;6102001;;;11-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°8 Santiago;1334447;;;21940
4091;1385075;Salida de Mercancia;1334447;;;6102001;;;11-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°8 Santiago;1334447;;;44000
4092;1385078;Salida de Mercancia;236937;;2;6101009;;;11-11-2019;Santiago;Telecomunicaciones y Alarmas;33-64123467-TELEFONICA MOVIL CHILE S.A.;1343388;33;64123467;54277
4093;1385084;Salida de Mercancia;236938;;2;6101009;;;11-11-2019;Santiago;Telecomunicaciones y Alarmas;33-64123466-TELEFONICA MOVIL CHILE S.A.;1343389;33;64123466;54277
4094;1385090;Salida de Mercancia;1334447;;1;6102001;;;11-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°8 Santiago;1334447;;;61179
4095;1385093;Salida de Mercancia;1334447;;2;6102001;;;11-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°8 Santiago;1334447;;;110468
4096;1385095;Salida de Mercancia;247855;;2;5101001;1002;GG-Maquinaria,equipos y herram;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-7370-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION;1404924;33;7370;139767
4097;1385104;Salida de Mercancia;247844;;2;5101001;1002;GG-Maquinaria,equipos y herram;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-7371-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION;1404910;33;7371;139965
4098;1391236;Factura de Proveedores;247848;;2;5101001;1002;GG-Maquinaria,equipos y herram;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-7373-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION;1404915;33;7373;139965
4099;1391242;Factura de Proveedores;247846;;2;5101001;1002;GG-Maquinaria,equipos y herram;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-7372-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION;1404912;33;7372;140243
4100;1391245;Factura de Proveedores;247851;;2;5101001;1002;GG-Maquinaria,equipos y herram;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-7374-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION;1404919;33;7374;140243
4101;1423176;Factura de Proveedores;237632;;2;5101001;204;OG-Hormigones;11-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1157228-MELON HORMIGONES S.A;1346509;33;1157228;1617421
4102;1388901;Factura de Proveedores;235586;;2;5101004;207;OG-Enfierradura;11-11-2019;Santiago;Subcontratos;33-279-CONSTRUCTORA M & A SPA;1336405;33;279;5405006
4103;1397301;Factura de Proveedores;1334812;;4;6102001;;;12-11-2019;Santiago;Caja Chica Obra;CAJA CHICA N°17 TI MAURICIO ENCINA;1334812;;;9990
4104;1393883;Factura de Proveedores;236291;;2;5101001;70011;Seguridad;12-11-2019;Santiago;Materias Primas de Obras en Ejecución;34-1093-ASESORIAS EN TECNOLOGIAS E INVERSIONES REA;1340562;34;1093;311773
4105;1393885;Factura de Proveedores;11002261;5859;2;6101007;;;13-11-2019;Santiago;Insumos Administración;Edificio Santiago;1336059;;;-7800
4106;1388561;Salida de Mercancia;11002246;5856;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1335943;;;395
4107;1388564;Salida de Mercancia;11002249;5855;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336032;;;465
4108;1388567;Salida de Mercancia;11002259;5983;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336052;;;465
4109;1388568;Salida de Mercancia;11002255;5976;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336045;;;466
4110;1388570;Salida de Mercancia;11002278;2006;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336108;;;466
4111;1388572;Salida de Mercancia;11002294;5871;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336139;;;466
4112;1388575;Salida de Mercancia;11002285;5996;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336130;;;860
4113;1388578;Salida de Mercancia;11002272;5986;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336095;;;888
4114;1388590;Salida de Mercancia;11002262;5985;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336060;;;1590
4115;1388594;Salida de Mercancia;11002275;5867;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336105;;;1590
4116;1388595;Salida de Mercancia;11002276;5868;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336106;;;1590
4117;1388596;Salida de Mercancia;11002279;5994;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336109;;;1590
4118;1388599;Salida de Mercancia;11002284;2308;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336122;;;1590
4119;1388604;Salida de Mercancia;11002291;5868;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336136;;;1590
4120;1388608;Salida de Mercancia;11002292;2202;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336137;;;1590
4121;1388609;Salida de Mercancia;11002296;5873;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336141;;;1590
4122;1388613;Salida de Mercancia;11002252;5979;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336041;;;1592
4123;1388614;Salida de Mercancia;11002258;5982;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336050;;;1787
4124;1388618;Salida de Mercancia;11002277;2005;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336107;;;1787
4125;1388620;Salida de Mercancia;11002282;5866;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336116;;;1787
4126;1388622;Salida de Mercancia;11002286;5997;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336131;;;1985
4127;1388639;Salida de Mercancia;11002248;5973;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336028;;;1990
4128;1388648;Salida de Mercancia;11002280;5992;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336112;;;2380
4129;1388657;Salida de Mercancia;11002288;6000;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336133;;;2427
4130;1388663;Salida de Mercancia;11002290;5869;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336135;;;2560
4131;1388669;Salida de Mercancia;11002245;5975;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1335940;;;2648
4132;1388670;Salida de Mercancia;11002268;5972;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336074;;;2702
4133;1388673;Salida de Mercancia;11002254;2101;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336044;;;2987
4134;1388691;Salida de Mercancia;11002266;5861;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336070;;;3100
4135;1388728;Salida de Mercancia;11002287;5999;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336132;;;3377
4136;1388731;Salida de Mercancia;11002253;5980;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336042;;;3550
4137;1388744;Salida de Mercancia;11002273;5863;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336100;;;3550
4138;1388750;Salida de Mercancia;11002281;5864;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336114;;;3924
4139;1388763;Salida de Mercancia;11002247;5974;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1335949;;;3990
4140;1388767;Salida de Mercancia;11002257;5858;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336049;;;4060
4141;1388774;Salida de Mercancia;11002265;5862;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336066;;;4535
4142;1388777;Salida de Mercancia;11002269;5995;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336082;;;4668
4143;1388779;Salida de Mercancia;11002270;5988;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336085;;;4807
4144;1388782;Salida de Mercancia;11002260;5981;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336053;;;4900
4145;1388785;Salida de Mercancia;11002250;5977;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336033;;;5328
4146;1388788;Salida de Mercancia;11002271;5987;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336092;;;5490
4147;1388791;Salida de Mercancia;11002297;2306;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336142;;;6608
4148;1388794;Salida de Mercancia;11002267;2004;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336071;;;7300
4149;1388797;Salida de Mercancia;11002283;5990;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336118;;;7750
4150;1388801;Salida de Mercancia;11002295;5872;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336140;;;7800
4151;1388806;Salida de Mercancia;11002256;2102;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336047;;;8000
4152;1388808;Salida de Mercancia;11002251;5978;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336040;;;8324
4153;1388812;Salida de Mercancia;11002274;5989;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336103;;;8547
4154;1388814;Salida de Mercancia;11002289;5998;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336134;;;9750
4155;1388818;Salida de Mercancia;11002293;2303;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336138;;;10435
4156;1388365;Salida de Mercancia;11002263;5984;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336063;;;11700
4157;1388369;Salida de Mercancia;11002264;5860;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336065;;;18350
4158;1388370;Salida de Mercancia;11002261;5859;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336059;;;20585
4159;1388413;Salida de Mercancia;11002298;2307;1;5101001;;;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1336143;;;27021
4160;1388416;Salida de Mercancia;240720;;2;5101017;1002;GG-Maquinaria,equipos y herram;13-11-2019;Santiago;Gastos por Arriendos Operacionales;33-3442-ASI LTDA.;1364208;33;3442;100000
4161;1388419;Salida de Mercancia;235443;;2;6101027;;;13-11-2019;Santiago;Servicios Básicos;33-21516253-ENEL DISTRIBUCION CHILE S.A.;1335624;33;21516253;295094
4162;1388430;Salida de Mercancia;237636;;2;5101001;204;OG-Hormigones;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1158169-MELON HORMIGONES S.A;1346516;33;1158169;344166
4163;1388439;Salida de Mercancia;235790;;3;5101001;206;OG-Moldaje Fabricado;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-26-HOJALATERIA Y CONSTRUCCION GERARDO VALLEJOS;1337494;33;26;840000
4164;1388441;Salida de Mercancia;235790;;2;5101001;101;OP-Obras Preliminares;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-26-HOJALATERIA Y CONSTRUCCION GERARDO VALLEJOS;1337494;33;26;1915000
4165;1388452;Salida de Mercancia;252105;;2;5101001;204;OG-Hormigones;13-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1158101-MELON HORMIGONES S.A;1431804;33;1158101;2005994
4166;1388455;Salida de Mercancia;237666;;2;5101001;1007;GGOB-Art. Seguridad;14-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-902-MONICA DEL Santiago FIGUEROA CACERES;1346707;33;902;70000
4167;1388457;Salida de Mercancia;241983;;2;5101017;101;OP-Obras Preliminares;14-11-2019;Santiago;Gastos por Arriendos Operacionales;33-177760-TECNO FAST S.A.;1374910;33;177760;308718
4168;1388494;Salida de Mercancia;242481;;2;5101017;101;OP-Obras Preliminares;14-11-2019;Santiago;Gastos por Arriendos Operacionales;33-177523-TECNO FAST S.A.;1378549;33;177523;482726
4169;1388507;Salida de Mercancia;235666;;3;5101001;2027;MO-Prevencion de Riesgos;14-11-2019;Santiago;Materias Primas de Obras en Ejecución;BHT-1081-WILL MALDONADO MOYANO;1337004;BHT;1081;574530
4170;1388509;Salida de Mercancia;237637;;2;5101001;204;OG-Hormigones;14-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1158484-MELON HORMIGONES S.A;1346519;33;1158484;730669
4171;1388510;Salida de Mercancia;238943;;3;5101001;1002;GG-Maquinaria,equipos y herram;15-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1857-DANIEL BARAHONA VERA;1354685;33;1857;25000
4172;1388511;Salida de Mercancia;238031;;2;5101001;1108;GGOF-Gastos Informáticos;15-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-254-SERVICIOS GRAFICOS LOS LAGOS LTDA.;1347770;33;254;99700
4173;1388513;Salida de Mercancia;237567;;3;5101020;1002;GG-Maquinaria,equipos y herram;15-11-2019;Santiago;Gastos por Herramientas Menores;33-1669-JULIO IBAZETA Y COMPAÑIA LTDA;1346361;33;1669;109500
4174;1388515;Salida de Mercancia;238943;;2;5101017;1002;GG-Maquinaria,equipos y herram;15-11-2019;Santiago;Gastos por Arriendos Operacionales;33-1857-DANIEL BARAHONA VERA;1354685;33;1857;464800
4175;1388516;Salida de Mercancia;237639;;2;5101001;204;OG-Hormigones;15-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1158994-MELON HORMIGONES S.A;1346524;33;1158994;1439236
4176;1388518;Salida de Mercancia;11002308;2314;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338126;;;15
4177;1388521;Salida de Mercancia;11002310;2104;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338136;;;395
4178;1388524;Salida de Mercancia;11002323;2324;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338205;;;395
4179;1388530;Salida de Mercancia;11002316;5888;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338154;;;465
4180;1388535;Salida de Mercancia;11002300;5878;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338094;;;465
4181;1388536;Salida de Mercancia;11002314;2339;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338150;;;466
4182;1388538;Salida de Mercancia;11002304;2318;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338107;;;640
4183;1388541;Salida de Mercancia;11002309;2007;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338131;;;670
4184;1388547;Salida de Mercancia;11002320;2343;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338191;;;894
4185;1388548;Salida de Mercancia;11002299;5875;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338087;;;953
4186;1388550;Salida de Mercancia;11002318;2342;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338184;;;1592
4187;1388552;Salida de Mercancia;11002321;;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338194;;;1950
4188;1388554;Salida de Mercancia;11002305;5880;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338113;;;2130
4189;1388557;Salida de Mercancia;11002315;2337;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338152;;;2300
4190;1388560;Salida de Mercancia;11002317;5883;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338179;;;2334
4191;1388317;Salida de Mercancia;11002313;2340;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338148;;;3900
4192;1388319;Salida de Mercancia;11002311;5890;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338141;;;4442
4193;1388340;Salida de Mercancia;11002307;5879;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338123;;;6258
4194;1388343;Salida de Mercancia;11002302;5876;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338100;;;6600
4195;1388345;Salida de Mercancia;11002312;2341;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338145;;;8195
4196;1388347;Salida de Mercancia;11002306;2316;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338118;;;11300
4197;1388348;Salida de Mercancia;11002319;2326;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338187;;;12000
4198;1388349;Salida de Mercancia;11002322;5881;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338202;;;13096
4199;1388351;Salida de Mercancia;11002301;5877;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338097;;;18350
4200;1388356;Salida de Mercancia;11002303;2317;1;5101001;;;16-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1338105;;;48000
4201;1388358;Salida de Mercancia;236845;;2;5101001;;;18-11-2019;Santiago;Materias Primas de Obras en Ejecución;FE-31524-DORIS FABIANA SALAS AVENDAÑO;1343094;FE;31524;2277
4202;1388361;Salida de Mercancia;239061;;2;5101001;702;ODC-Fletes;18-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-309-TRANSPORTES MAMEJS LIMITADA;1355095;34;309;1080000
4203;1396033;Factura de Proveedores;237640;;2;5101001;204;OG-Hormigones;18-11-2019;Santiago;Materias Primas de Obras en Ejecución;33-1159497-MELON HORMIGONES S.A;1346527;33;1159497;1080288
4204;1388462;Salida de Mercancia;236319;;2;5101017;1002;GG-Maquinaria,equipos y herram;19-11-2019;Santiago;Gastos por Arriendos Operacionales;Factura de proveedores - Cancelación - P77589080;1340648;;;-153612
4205;1388465;Salida de Mercancia;11002373;2009;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340751;;;140
4206;1388466;Salida de Mercancia;11002361;2365;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340718;;;140
4207;1388467;Salida de Mercancia;11002329;2332;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340596;;;146
4208;1388471;Salida de Mercancia;11002375;2344;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340756;;;280
4209;1388473;Salida de Mercancia;11002364;5897;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340725;;;395
4210;1388475;Salida de Mercancia;11002325;2328;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340584;;;395
4211;1388479;Salida de Mercancia;11002328;2331;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340593;;;395
4212;1388483;Salida de Mercancia;11002338;2312;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340612;;;395
4213;1388486;Salida de Mercancia;11002343;2356;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340649;;;395
4214;1388488;Salida de Mercancia;11002346;2354;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340660;;;395
4215;1388490;Salida de Mercancia;11002359;2368;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340711;;;440
4216;1416130;Factura de Proveedores;11002342;2349;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340647;;;465
4217;1393097;Factura de Proveedores;11002326;2329;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340587;;;670
4218;1389653;Salida de Mercancia;11002345;2352;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340657;;;835
4219;1389654;Salida de Mercancia;11002341;2348;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340644;;;861
4220;1389656;Salida de Mercancia;11002335;5886;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340607;;;907
4221;1389661;Salida de Mercancia;11002356;2364;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340705;;;982
4222;1389663;Salida de Mercancia;11002333;2335;1;5101001;;;19-11-2019;Santiago;Materias Primas de Obras en Ejecución;Edificio Santiago;1340604;;;1464
