#;Número de operación;Origen;Documento Origen SAP;Ref2-Nº Vale;Número de línea;Código de cuenta;Código Centro de Costo;Nombre del centro;Fecha de contabilización;Nombre de proyecto;Nombre de cuenta;Glosa de línea;Comprobante;Prefijo;Número folio;Monto
1;995489;Factura de Proveedores;1217479;;3;5101017;;;31-03-2018;Santiago;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.(Anulación) - 1211626;1217479;;;-27566
2;1064359;Factura de Proveedores;1211626;;3;5101017;;;31-03-2018;Santiago;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1211626;;;27566
3;1064362;Asiento;174907;;3;5101001;1003;GG-Gastos Varios;28-06-2018;Santiago;Materias Primas de Obras en Ejecución;BE-88-LEONARDO ANDRES CRUZ CARINE;995489;BHE;88;1402029
4;1069657;Factura de Proveedores;231662;;3;5101018;;;29-08-2018;Santiago;Diferencia de Precio;#¿NOMBRE?;1311488;;;-800
5;1069659;Factura de Proveedores;238002;;3;5101018;;;29-08-2018;Santiago;Diferencia de Precio;Factura de proveedores - Cancelación - P76766275;1347546;;;800
6;1072981;Factura de Proveedores;186755;;2;5101001;4013;GG-Caja Chica Obra;18-10-2018;Santiago;Materias Primas de Obras en Ejecución;FE-93657925-SODIMAC S.A.;1064359;FE;93657925;58571
7;1348905;Asiento;1064362;;;5101001;4013;GG-Caja Chica Obra;18-10-2018;Santiago;Materias Primas de Obras en Ejecución;CAJA CHICA Santiago;1064362;;;79965
8;1150659;Factura de Proveedores;187588;;2;5101001;4013;GG-Caja Chica Obra;25-10-2018;Santiago;Materias Primas de Obras en Ejecución;FE-93759576-SODIMAC S.A.;1069657;FE;93759576;28571
9;1382985;Factura de Proveedores;187589;;2;5101001;4013;GG-Caja Chica Obra;25-10-2018;Santiago;Materias Primas de Obras en Ejecución;FE-1120-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.;1069659;FE;1120;70000
10;1391233;Factura de Proveedores;187979;;2;5101001;201;OG-Socalzado;30-10-2018;Santiago;Materias Primas de Obras en Ejecución;FE-29-ATON CONSTRUCCIONES SPA;1072981;FE;29;1711710
11;1391240;Factura de Proveedores;198865;;2;5101017;1002;GG-Maquinaria,equipos y herram;30-11-2018;Santiago;Gastos por Arriendos Operacionales;FE-3286-IGMA RESIDUOS LTDA;1141639;FE;3286;75000
12;1341966;Factura de Proveedores;1348905;;2;5101001;;;31-12-2018;Santiago;Materias Primas de Obras en Ejecución;Reclasifica Iva Credito 2018;1348905;;;-277704
13;1124561;Factura de Proveedores;198866;;2;5101017;;;31-12-2018;Santiago;Gastos por Arriendos Operacionales;FE-3349-IGMA RESIDUOS LTDA;1141647;FE;3349;52500
14;1145853;Factura de Proveedores;199995;;2;5101001;1009;GGOB-Gastos Informáticos;31-12-2018;Santiago;Materias Primas de Obras en Ejecución;FE-1111451-ING. Y CONSTRUCCION RICARDO RODRIGUEZ Y;1150659;FE;1111451;165000
15;1311971;Factura de Proveedores;243304;;2;5101001;1117;GGOF-CC 04 Personal;01-01-2019;Santiago;Materias Primas de Obras en Ejecución;33-484879-INVERSIONES Y COMERCIAL TRANCURA LIMITAD;1382985;33;484879;564706
16;1341963;Factura de Proveedores;244996;;2;6101027;;;02-01-2019;Santiago;Servicios Básicos;Factura de proveedores - Cancelación - P61808000;1389573;;;-71824
17;1161082;Pagos Efectuados;244309;;2;6101027;;;02-01-2019;Santiago;Servicios Básicos;#¿NOMBRE?;1386935;;;71824
18;1160978;Factura de Proveedores;245378;;2;5101001;207;OG-Enfierradura;10-01-2019;Santiago;Materias Primas de Obras en Ejecución;Factura de proveedores - Cancelación - P78634910;1391240;;;-2099140
19;1160981;Factura de Proveedores;245376;;2;5101001;207;OG-Enfierradura;10-01-2019;Santiago;Materias Primas de Obras en Ejecución;#¿NOMBRE?;1391233;;;2099140
20;1162270;Factura de Proveedores;236655;;2;5101001;1117;GGOF-CC 04 Personal;16-01-2019;Santiago;Materias Primas de Obras en Ejecución;33-506617-INVERSIONES Y COMERCIAL TRANCURA LIMITAD;1341966;33;506617;387227
21;1163952;Asiento;196559;;2;5101001;101;OP-Obras Preliminares;28-01-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1447-ANGEL ESPINOZA VARAS Y CIA LTDA;1124561;FE;1447;799047
22;1163940;Factura de Proveedores;1383028;;19;5101003;70002;Calidad;31-01-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Enero-19 área SST(Anulació;1383028;;;-489929
23;1163942;Factura de Proveedores;212729;;2;6101027;;;31-01-2019;Santiago;Servicios Básicos;FE-4221572-AGUAS ANDINAS S.A.;1226702;FE;4221572;563
24;1163946;Factura de Proveedores;212734;;2;6101027;;;31-01-2019;Santiago;Servicios Básicos;FE-4221570-AGUAS ANDINAS S.A.;1226710;FE;4221570;563
25;1306778;Factura de Proveedores;212730;;2;6101027;;;31-01-2019;Santiago;Servicios Básicos;FE-4221575-AGUAS ANDINAS S.A.;1226703;FE;4221575;803
26;1165243;Pagos Efectuados;1366038;;19;5101003;70002;Calidad;31-01-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Enero-19 área SST;1366038;;;489929
27;1168517;Factura de Proveedores;1383092;;19;5101003;;;31-01-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Enero-19 área SST;1383092;;;567823
28;1251608;Factura de Proveedores;197493;;2;6101010;4010;GG-Seguros;04-02-2019;Santiago;Seguros y Similares;FE-5048726-LIBERTY CIA. DE SEGUROS GENERALES S.A;1128438;FE;5048726;16110893
29;1222186;Factura de Proveedores;1383031;;19;5101003;70002;Calidad;28-02-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Febrero-19 área SST(Anulac;1383031;;;-489658
30;1168513;Factura de Proveedores;212744;;2;6101027;;;28-02-2019;Santiago;Servicios Básicos;FE-4277061-AGUAS ANDINAS S.A.;1226729;FE;4277061;574
31;1168518;Asiento;212756;;2;6101027;;;28-02-2019;Santiago;Servicios Básicos;FE-4277065-AGUAS ANDINAS S.A.;1226747;FE;4277065;818
32;1172752;Asiento;212742;;2;6101027;;;28-02-2019;Santiago;Servicios Básicos;FE-4277063-AGUAS ANDINAS S.A.;1226727;FE;4277063;4952
33;1172533;Factura de Proveedores;199463;;2;5101001;70001;Adquisiciones y Servicios Gene;28-02-2019;Santiago;Materias Primas de Obras en Ejecución;FE-963568-MAX HUBER REPROTECNICA S.A.;1145853;FE;963568;35750
34;1172536;Factura de Proveedores;1366041;;19;5101003;70002;Calidad;28-02-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Febrero-19 área SST;1366041;;;489658
35;1172546;Factura de Proveedores;1383097;;19;5101003;;;28-02-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Febrero-19 área SST;1383097;;;567512
36;1172548;Factura de Proveedores;231824;;2;5101001;70008;Operaciones e Informatica;04-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-19597-PC EXPRESS COMPUTACION LIMITADA;1311971;FE;19597;66959
37;1172551;Factura de Proveedores;236653;;2;5101001;1117;GGOF-CC 04 Personal;05-03-2019;Santiago;Materias Primas de Obras en Ejecución;33-518573-INVERSIONES Y COMERCIAL TRANCURA LIMITAD;1341963;33;518573;649394
38;1341956;Factura de Proveedores;208310;;2;5101017;1002;GG-Maquinaria,equipos y herram;15-03-2019;Santiago;Gastos por Arriendos Operacionales;FE-8787-DASCO S.A.;1205690;FE;8787;34850
39;1176086;Factura de Proveedores;201105;;4;5101001;201;OG-Socalzado;20-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-84722-Comercial L y B Ltda.;1160981;FE;84722;8998
40;1176098;Factura de Proveedores;201104;;4;5101001;201;OG-Socalzado;20-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-84721-Comercial L y B Ltda.;1160978;FE;84721;11003
41;1177490;Factura de Proveedores;46866;;1;5101001;4001;GG-Derechos Municipales;20-03-2019;Santiago;Materias Primas de Obras en Ejecución;MEMO 666 PERMISO EXCAVACION;1161082;;;1155020
42;1177492;Factura de Proveedores;201295;;3;5101001;70008;Operaciones e Informatica;21-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-2778-INXAP SPA;1162270;FE;2778;229740
43;1179569;Asiento;201469;;2;5101001;;;25-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-52067-CHERRY FABIOLA ZARATE ABARCA;1163942;FE;52067;8824
44;1179561;Factura de Proveedores;201472;;2;5101001;;;25-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1361-SANCHO GONZALEZ Y CIA LTDA;1163946;FE;1361;13445
45;1179562;Factura de Proveedores;1163952;;;5101001;;;25-03-2019;Santiago;Materias Primas de Obras en Ejecución;CAJA CHICA EDIFICIO Santiago;1163952;;;21549
46;1179564;Factura de Proveedores;201468;;2;5101001;;;25-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-2942791-FALABELLA RETAIL S.A.;1163940;FE;2942791;46202
47;1179565;Factura de Proveedores;230423;;2;5101001;;;26-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1650054-ILOP S.A;1306778;FE;1650054;17101
48;1180028;Salida de Mercancia;47039;;1;5101001;4001;GG-Derechos Municipales;26-03-2019;Santiago;Materias Primas de Obras en Ejecución;TESORERO MUNICIPAL DE SANTIAGO;1165243;;;178478
49;1180037;Salida de Mercancia;201787;;2;5101017;1002;GG-Maquinaria,equipos y herram;27-03-2019;Santiago;Gastos por Arriendos Operacionales;FE-3625-IGMA RESIDUOS LTDA;1166080;FE;3625;60000
50;1180148;Salida de Mercancia;47047;;1;6101005;4009;GG-Legales Notaria;27-03-2019;Santiago;Gastos Generales;FERNANDO CELIS URRUTIA GASTOS NOTARIAL;1165879;;;60000
51;1180155;Salida de Mercancia;202272;;2;5101001;;;27-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97169537-SODIMAC S.A.;1168517;FE;97169537;61834
52;1180162;Salida de Mercancia;201811;;2;5101004;1001;GG-Sueldos y Salarios;28-03-2019;Santiago;Subcontratos;FE-76-PROYECTOS CHILE SPA;1166202;FE;76;1134000
53;1180168;Salida de Mercancia;47146;;4;6101027;;;29-03-2019;Santiago;Servicios Básicos;Cancelar entrada para número de pago 47146;1169447;;;-86170
54;1180175;Salida de Mercancia;47146;;2;6101027;;;29-03-2019;Santiago;Servicios Básicos;Cancelar entrada para número de pago 47146;1169447;;;-11780
55;1180172;Factura de Proveedores;47146;;3;6101027;;;29-03-2019;Santiago;Servicios Básicos;Cancelar entrada para número de pago 47146;1169447;;;-1350
56;1180174;Factura de Proveedores;47146;;3;6101027;;;29-03-2019;Santiago;Servicios Básicos;Pagos efectuados - 6101027;1167050;;;1350
57;1180197;Factura de Proveedores;1172471;;23;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Movilización;1172471;;;7467
58;1213454;Factura de Proveedores;1172471;;22;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Colación;1172471;;;9333
59;1180268;Salida de Mercancia;1172471;;18;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Aporte Empleador S.I.S.;1172471;;;9526
60;1180271;Salida de Mercancia;47146;;2;6101027;;;29-03-2019;Santiago;Servicios Básicos;Pagos efectuados - 6101027;1167050;;;11780
61;1180274;Salida de Mercancia;1172471;;14;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Horas Extras;1172471;;;13845
62;1180275;Salida de Mercancia;1172471;;16;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;1172471;;;18678
63;1180277;Salida de Mercancia;1172471;;17;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Mutual de Seguridad;1172471;;;20608
64;1180280;Salida de Mercancia;1172471;;11;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Movilización;1172471;;;59201
65;1180281;Salida de Mercancia;1172471;;3;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Aporte Empleador S.I.S.;1172471;;;71365
66;1180282;Salida de Mercancia;1172471;;10;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Colación;1172471;;;73999
67;1180287;Salida de Mercancia;47146;;4;6101027;;;29-03-2019;Santiago;Servicios Básicos;Pagos efectuados - 6101027;1167050;;;86170
68;1180290;Salida de Mercancia;217272;;2;5101001;101;OP-Obras Preliminares;29-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-5798-HECTOR URBINA PAREDES;1251608;FE;5798;109580
69;1180291;Salida de Mercancia;1172471;;21;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Gratificación Legal;1172471;;;119146
70;1180293;Salida de Mercancia;202096;;4;6101007;1008;GGOB-Art. de Aseo;29-03-2019;Santiago;Insumos Administración;FE-5840-HECTOR URBINA PAREDES;1167105;FE;5840;130000
71;1181195;Salida de Mercancia;1172471;;2;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Mutual de Seguridad;1172471;;;154391
72;1181196;Salida de Mercancia;1172471;;;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;1172471;;;172761
73;1181197;Salida de Mercancia;1172471;;15;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Bono Producción G.;1172471;;;275591
74;1181198;Salida de Mercancia;202096;;3;5101020;101;OP-Obras Preliminares;29-03-2019;Santiago;Gastos por Herramientas Menores;FE-5840-HECTOR URBINA PAREDES;1167105;FE;5840;414996
75;1181200;Salida de Mercancia;1172471;;9;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Gratificación Legal;1172471;;;488651
76;1181201;Salida de Mercancia;1172471;;20;5101003;2007;MO-Profesionales;29-03-2019;Santiago;Remuneraciones Operacionales;Sueldo Base;1172471;;;503464
77;1181202;Salida de Mercancia;1172471;;8;5101003;2001;MO-Jornales-Auxiliares de Aseo;29-03-2019;Santiago;Remuneraciones Operacionales;Sueldo Base;1172471;;;5645065
78;1181203;Salida de Mercancia;1383033;;19;5101003;70002;Calidad;31-03-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Marzo-19 área SST(Anulació;1383033;;;-490208
79;1181204;Salida de Mercancia;221817;;3;5101020;101;OP-Obras Preliminares;31-03-2019;Santiago;Gastos por Herramientas Menores;Factura de proveedores - Cancelación - P76085400;1270459;;;-56700
80;1181207;Salida de Mercancia;212717;;2;6101027;;;31-03-2019;Santiago;Servicios Básicos;FE-4334526-AGUAS ANDINAS S.A.;1226673;FE;4334526;565
81;1181208;Salida de Mercancia;212724;;2;6101027;;;31-03-2019;Santiago;Servicios Básicos;FE-4334527-AGUAS ANDINAS S.A.;1226694;FE;4334527;4955
82;1181211;Salida de Mercancia;1217483;;3;5101017;;;31-03-2019;Santiago;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1217483;;;27566
83;1181222;Salida de Mercancia;202105;;2;5101020;101;OP-Obras Preliminares;31-03-2019;Santiago;Gastos por Herramientas Menores;FE-5841-HECTOR URBINA PAREDES;1167663;FE;5841;50380
84;1181258;Salida de Mercancia;205818;;3;5101020;101;OP-Obras Preliminares;31-03-2019;Santiago;Gastos por Herramientas Menores;FE--ELFLE COMERCIAL DOS LTDA.;1192009;FE;;56700
85;1181264;Salida de Mercancia;212719;;2;6101027;;;31-03-2019;Santiago;Servicios Básicos;FE-4334528-AGUAS ANDINAS S.A.;1226683;FE;4334528;71604
86;1181267;Salida de Mercancia;205787;;2;6101009;;;31-03-2019;Santiago;Telecomunicaciones y Alarmas;FE-16525137-EMPRESA NACIONAL DE TELECOMUNICACIONES;1191935;FE;16525137;301759
87;1181276;Salida de Mercancia;211262;;2;5101001;101;OP-Obras Preliminares;31-03-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1636-ANGEL ESPINOZA VARAS Y CIA LTDA;1222186;FE;1636;468616
88;1181279;Salida de Mercancia;1366042;;19;5101003;70002;Calidad;31-03-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Marzo-19 área SST;1366042;;;490208
89;1181281;Salida de Mercancia;1383099;;19;5101003;;;31-03-2019;Santiago;Remuneraciones Operacionales;Traspaso Remuneraciones Marzo-19 área SST;1383099;;;568156
90;1181428;Factura de Proveedores;1168518;;;5101001;;;01-04-2019;Santiago;Materias Primas de Obras en Ejecución;CAJA CHICA EDIFICIO Santiago;1168518;;;11500
91;1182240;Salida de Mercancia;202271;;2;5101001;;;01-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE--ILOP S.A;1168513;FE;;17101
92;1182241;Salida de Mercancia;232607;;2;5101017;101;OP-Obras Preliminares;01-04-2019;Santiago;Gastos por Arriendos Operacionales;FE-37194-BAÑOS QUIMICOS BIOSAN SPA.;1316430;FE;37194;70000
93;1182242;Salida de Mercancia;202754;;3;5101020;101;OP-Obras Preliminares;03-04-2019;Santiago;Gastos por Herramientas Menores;FE-901-JULIO IBAZETA Y COMPAÑIA LTDA;1170806;FE;901;219000
94;1182243;Salida de Mercancia;202978;;3;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-43269-COMERCIAL Y SERVICIOS MICHEL LTDA;1172546;FE;43269;6716
95;1182244;Salida de Mercancia;202979;;2;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-43268-COMERCIAL Y SERVICIOS MICHEL LTDA;1172548;FE;43268;7143
96;1182245;Salida de Mercancia;202976;;2;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1650160-ILOP S.A;1172536;FE;1650160;7529
97;1182246;Salida de Mercancia;202975;;2;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1650210-ILOP S.A;1172533;FE;1650210;8529
98;1182247;Salida de Mercancia;202980;;2;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97262520-SODIMAC S.A.;1172551;FE;97262520;51002
99;1182248;Salida de Mercancia;1172752;;;5101001;;;05-04-2019;Santiago;Materias Primas de Obras en Ejecución;CAJA CHICA EDIFICIO Santiago;1172752;;;98481
100;1182249;Salida de Mercancia;236650;;2;5101001;1117;GGOF-CC 04 Personal;08-04-2019;Santiago;Materias Primas de Obras en Ejecución;33-527523-INVERSIONES Y COMERCIAL TRANCURA LIMITAD;1341956;33;527523;208139
101;1182250;Salida de Mercancia;203191;;5;6101007;1118;GGOF-Art. de Escritorio;10-04-2019;Santiago;Insumos Administración;FE-10690243-PROVEEDORES INTEGRALES PRISA S.A.;1176116;FE;10690243;25380
102;1182251;Salida de Mercancia;203191;;4;6101007;1003;GG-Gastos Varios;10-04-2019;Santiago;Insumos Administración;FE-10690243-PROVEEDORES INTEGRALES PRISA S.A.;1176116;FE;10690243;47550
103;1182252;Salida de Mercancia;203188;;3;5101001;101;OP-Obras Preliminares;10-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-5889-HECTOR URBINA PAREDES;1176086;FE;5889;48127
104;1182253;Salida de Mercancia;203190;;2;5101001;101;OP-Obras Preliminares;10-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-5891-HECTOR URBINA PAREDES;1176098;FE;5891;54790
105;1182254;Salida de Mercancia;203191;;2;6101007;1008;GGOB-Art. de Aseo;10-04-2019;Santiago;Insumos Administración;FE-10690243-PROVEEDORES INTEGRALES PRISA S.A.;1176116;FE;10690243;97300
106;1182255;Salida de Mercancia;203230;;2;5101004;201;OG-Socalzado;10-04-2019;Santiago;Subcontratos;FE-69-ATON CONSTRUCCIONES SPA;1176289;FE;69;5026636
107;1182257;Salida de Mercancia;203511;;2;5101001;70008;Operaciones e Informatica;11-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1438-SERV. INT. INFORMATICOS Y TRANSPORTES FANN;1177492;FE;1438;74990
108;1182258;Salida de Mercancia;203510;;2;5101001;70008;Operaciones e Informatica;11-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1435-SERV. INT. INFORMATICOS Y TRANSPORTES FANN;1177490;FE;1435;161380
109;1182259;Salida de Mercancia;11000002;3;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;obra Santiago;1180148;;;4049
110;1182260;Salida de Mercancia;11000000;1;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;obra Santiago;1180028;;;4349
111;1182261;Salida de Mercancia;11000005;6;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;OBRA Santiago;1180168;;;5899
112;1182737;Salida de Mercancia;11000006;7;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;SALIDA DE MERCANCIA;1180175;;;10369
113;1182740;Salida de Mercancia;11000004;5;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;obra Santiago;1180162;;;10699
114;1182742;Salida de Mercancia;203657;;2;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-1650323-ILOP S.A;1179564;FE;1650323;12597
115;1182754;Salida de Mercancia;11000003;4;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;obra Santiago;1180155;;;14449
116;1182759;Salida de Mercancia;11000001;2;1;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;obra Santiago;1180037;;;15149
117;1182765;Salida de Mercancia;203658;;2;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-425227-DIST.TECN.ELECTRICA VITEL S.A;1179565;FE;425227;26296
118;1182767;Salida de Mercancia;1179569;;;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;CAJA CHICA EDIFICIO  Santiago;1179569;;;35070
119;1182769;Salida de Mercancia;203655;;2;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-6804-SOC.COMERCIAL FELIXPAT LTDA.;1179561;FE;6804;38227
120;1182770;Salida de Mercancia;203656;;2;5101001;;;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97486444-SODIMAC S.A.;1179562;FE;97486444;38908
121;1182774;Salida de Mercancia;203828;;2;5101001;201;OG-Socalzado;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97191101-SODIMAC S.A.;1180197;FE;97191101;415800
122;1182779;Salida de Mercancia;203821;;3;5101020;1007;GGOB-Art. Seguridad;15-04-2019;Santiago;Gastos por Herramientas Menores;FE-2781-CLAUDIO A. VERA CAMPOS.;1180180;FE;2781;673800
123;1182783;Salida de Mercancia;209550;;2;5101001;201;OG-Socalzado;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-157785-HORMIGONES TRANSEX LTDA.;1213454;FE;157785;886292
124;1213480;Factura de Proveedores;203820;;2;5101001;201;OG-Socalzado;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97257800-SODIMAC S.A.;1180174;FE;97257800;895950
125;1213482;Factura de Proveedores;203818;;2;5101001;201;OG-Socalzado;15-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-97257753-SODIMAC S.A.;1180172;FE;97257753;4951485
126;1183576;Factura de Proveedores;11000010;11;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180275;;;6059
127;1183372;Factura de Proveedores;11000008;9;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180271;;;12269
128;1183403;Factura de Proveedores;11000009;10;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180274;;;12990
129;1183453;Factura de Proveedores;11000011;12;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180277;;;13920
130;1311969;Factura de Proveedores;11000012;13;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180280;;;15886
131;1185172;Factura de Proveedores;11000007;8;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180268;;;17311
132;1185170;Factura de Proveedores;11000015;16;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180287;;;24646
133;1185171;Factura de Proveedores;11000016;18;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180290;;;27892
134;1185744;Factura de Proveedores;11000017;17;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180291;;;31275
135;1185751;Factura de Proveedores;11000014;15;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180282;;;55050
136;1186112;Factura de Proveedores;11000013;14;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180281;;;73400
137;1285144;Factura de Proveedores;11000018;19;1;5101001;;;16-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1180293;;;398794
138;1187427;Factura de Proveedores;11000034;101;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181267;;;590
139;1187428;Factura de Proveedores;11000037;104;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181281;;;690
140;1187429;Factura de Proveedores;11000033;34;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181264;;;1380
141;1187430;Factura de Proveedores;11000020;21;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181196;;;1641
142;1187994;Salida de Mercancia;11000036;103;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181279;;;2936
143;1188013;Salida de Mercancia;11000019;20;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181195;;;4911
144;1188030;Salida de Mercancia;11000021;22;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181197;;;5262
145;1188084;Salida de Mercancia;11000026;27;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181203;;;9734
146;1188101;Salida de Mercancia;11000032;33;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181258;;;10300
147;1188103;Salida de Mercancia;11000035;102;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181276;;;15510
148;1188104;Salida de Mercancia;11000025;26;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181202;;;128670
149;1188106;Salida de Mercancia;11000024;25;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181201;;;170650
150;1188108;Salida de Mercancia;11000030;31;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181211;;;395571
151;1188111;Salida de Mercancia;11000031;32;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181222;;;469603
152;1188114;Salida de Mercancia;11000027;28;1;5101001;;;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;salida de mercancia;1181204;;;484500
153;1188117;Salida de Mercancia;203939;;2;5101001;70008;Operaciones e Informatica;17-04-2019;Santiago;Materias Primas de Obras en Ejecución;FE-6042-LANIX TECHNOLOGY CHILE S.A.;1181428;FE;6042;606530
