Date,Project,Account,Detail,Amount
2018-05-31,Ñuñoa,Materias Primas de Obras en Ejecución,FE-90863235-SODIMAC S.A.,27832
2018-05-31,Ñuñoa,Materias Primas de Obras en Ejecución,FE-266485-SOC. DE PLASTICOS Y FITTINGS INDUST.LTDA,75160
2018-05-31,Ñuñoa,Materias Primas de Obras en Ejecución,FE-90996045-SODIMAC S.A.,33398
2018-05-31,Ñuñoa,Materias Primas de Obras en Ejecución,FE-180706-HORMIGONES BICENTENARIO S.A.,2542536
2018-05-31,Ñuñoa,Materias Primas de Obras en Ejecución,FE-181168-HORMIGONES BICENTENARIO S.A.,3055173
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,31298
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,34532
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,14710
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,826000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,6424
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,101603
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,18913
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,20867
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,8889
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,356000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,33227
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,131952
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,155550
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,171623
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,73109
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,3018733
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,375037
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,865936
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,925250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,157999
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,126401
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Feriado Proporcional  ($),34579
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,18442
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,20348
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,8668
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,380833
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,95970
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,28677
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,16667
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,13333
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,29250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,32273
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,13748
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,865756
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,61738
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,67725
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,29246
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,866265
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,108679
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,304949
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,766201
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,48667
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,38933
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,21378
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,23587
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,10048
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,585150
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,18205
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización II,10000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,149443
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,140360
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,59790
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,6685913
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,218500
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,40000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,32000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,38866
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,42882
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,18267
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,941461
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,109837
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción,134970
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,23455
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,25879
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,11024
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,541000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Horas Extras,91520
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Bono Producción G.,40059
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Feriado Proporcional  ($),37699
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,53249
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Mutual de Seguridad,58752
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Aporte Empleador S.I.S.,25027
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Sueldo Base,1665730
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Gratificación Legal,109250
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Colación,20000
2018-05-31,Ñuñoa,Remuneraciones Operacionales,Movilización,16000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,FE-92753-LUREYE ARRIENDOS LTDA.,235000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,FE-34954-CONTENEDORES PATAGONIA S.P.A.,125000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,FE-120328-TECNO FAST S.A.,740000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,FE-120327-TECNO FAST S.A.,130000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,FE-92787-LUREYE ARRIENDOS LTDA.,470000
2018-05-31,Ñuñoa,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA.,1938699
2018-05-31,Ñuñoa,Diferencia de Precio,FE-481123-CODELPA CHILE S.A.,-45056
2018-05-31,Ñuñoa,Telecomunicaciones y Alarmas,FE-41552157-TELEFONICA  CHILE S.A,221773
2018-05-31,Ñuñoa,Telecomunicaciones y Alarmas,FE-9374089-ADT SECURITY SERVICES S.A.,32226
2018-06-01,Ñuñoa,Materias Primas de Obras en Ejecución,CAJA CHICA Ñuñoa II,137020
2018-06-01,Ñuñoa,Subcontratos,FE-141-ARRIENDO DE MAQUINARIA Y MOVIMIENTO DE TIER,4593068
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,FE-772-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.L,80000
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2063
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1090
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1090
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,25895
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10026
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,16173
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1400
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2153
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,34909
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5900
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11206
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12179
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5900
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11589
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9526
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2153
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5900
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5900
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9526
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9526
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,41842
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,16369
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9526
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9526
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10026
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11089
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10026
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2153
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23820
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23820
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,24410
2018-06-05,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-05,Ñuñoa,Gastos por Arriendos Operacionales,FE-772-TRANSPORTE DE CARGA JANINA ROJAS P. E.I.R.L,216000
2018-06-05,Ñuñoa,Gastos por Herramientas Menores,FE-1694-CLAUDIO A. VERA CAMPOS.,675564
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23820
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,79452
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23820
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,17150
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1770
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6452
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,13800
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4553
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12517
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,56678
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9500
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,765
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,23821
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6640
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1850
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3150
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9500
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,231
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,280
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,21769
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,555
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2227
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2227
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,9262
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,42093
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1233
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3100
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,617
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1563
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2200
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1600
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,35813
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1233
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11715
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1850
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,590
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1233
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15869
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1233
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11679
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,617
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,13800
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,88200
2018-06-06,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,13685
